SHIP_MODE,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION,CATEGORY,SUB_CATEGORY,SALES,QUANTITY,DISCOUNT,PROFIT,PROFIT_MARGIN,DISCOUNT_AMOUNT,PROFIT_CATEGORY
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,208.16,1,0.0,56.2032,27.0,0.0,LOW
Second Class,Home Office,United States,Salinas,California,93905,West,Furniture,Bookcases,148.257,3,0.15,15.6978,10.588235294117647,22.23855,LOW
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,146.76,3,0.0,38.1576,26.0,0.0,LOW
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Accessories,32.96,2,0.0,14.1728,43.0,0.0,LOW
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,587.97,3,0.0,164.6316,27.999999999999996,0.0,HIGH
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,14.94,3,0.0,7.0218,47.0,0.0,LOW
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,25.83,7,0.0,12.1401,47.0,0.0,LOW
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,15.552,3,0.2,5.4432,35.0,3.1104000000000003,LOW
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,6.8,1,0.2,0.51,7.5,1.36,LOW
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Furnishings,4.224,3,0.2,1.2672,30.0,0.8448000000000001,LOW
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,143.64,9,0.2,10.773,7.500000000000001,28.727999999999998,LOW
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,31.104,6,0.2,10.8864,35.0,6.2208000000000006,LOW
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,223.056,9,0.2,69.705,31.25,44.611200000000004,LOW
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,227.46,6,0.0,65.9634,28.999999999999996,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,46.24,4,0.2,15.606,33.75,9.248000000000001,LOW
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,5.22,2,0.0,2.4012,46.0,0.0,LOW
Second Class,Consumer,United States,Fremont,Nebraska,68025,Central,Office Supplies,Paper,33.9,5,0.0,15.594,46.0,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,28.14,3,0.0,7.8792,27.999999999999996,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,36.0,2,0.0,6.48,18.000000000000004,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,92.94,3,0.0,25.0938,27.0,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,245.646,3,0.1,8.1882,3.3333333333333335,24.5646,LOW
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,55.008,3,0.2,17.19,31.25,11.001600000000002,LOW
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,35.232,3,0.2,11.4504,32.5,7.0464,LOW
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,523.392,3,0.2,52.3392,10.0,104.67840000000001,LOW
Second Class,Consumer,United States,Lakeland,Florida,33801,South,Technology,Copiers,479.984,2,0.2,89.997,18.75,95.99680000000001,LOW
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,0.0,LOW
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Art,17.94,3,0.0,6.4584,36.0,0.0,LOW
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,166.72,2,0.0,41.68,25.0,0.0,LOW
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,24.816,3,0.2,8.3754,33.75,4.9632000000000005,LOW
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,124.36,2,0.0,27.3592,22.0,0.0,LOW
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,599.97,5,0.4,69.9965,11.666666666666666,239.98800000000003,LOW
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,198.744,4,0.3,-14.196,-7.142857142857142,59.6232,LOSS
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,9.184,2,0.2,1.148,12.5,1.8368,LOW
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,36.25,1.8496,LOW
Standard Class,Home Office,United States,Concord,California,94521,West,Furniture,Tables,99.592,1,0.2,2.4898,2.5,19.918400000000002,LOW
Standard Class,Home Office,United States,Concord,California,94521,West,Technology,Accessories,399.96,4,0.0,139.986,35.0,0.0,HIGH
First Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,15.552,3,0.2,5.4432,35.0,3.1104000000000003,LOW
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Art,14.576,2,0.2,2.3686,16.249999999999996,2.9152000000000005,LOW
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,209.6,5,0.2,68.12,32.5,41.92,LOW
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,23.32,2,0.0,6.0632,26.0,0.0,LOW
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Paper,30.98,1,0.0,13.941,45.0,0.0,LOW
Same Day,Consumer,United States,Anaheim,California,92804,West,Technology,Accessories,119.96,4,0.0,25.1916,21.000000000000004,0.0,LOW
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Chairs,363.92,5,0.2,-31.843,-8.75,72.784,LOSS
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,35.808,3,0.2,11.19,31.25,7.1616,LOW
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,122.688,9,0.2,39.8736,32.5,24.5376,LOW
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Tables,892.136,7,0.2,111.517,12.5,178.4272,HIGH
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Storage,50.22,3,0.0,2.0088,4.0,0.0,LOW
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Appliances,83.42,2,0.0,24.1918,28.999999999999996,0.0,LOW
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,5.872,2,0.2,2.1286,36.25,1.1744,LOW
Second Class,Corporate,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,12.144,3,0.2,4.0986,33.75,2.4288000000000003,LOW
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Envelopes,27.792,3,0.2,10.422,37.5,5.558400000000001,LOW
Standard Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Supplies,6.208,2,0.2,0.6984,11.25,1.2416,LOW
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Appliances,32.67,3,0.0,8.4942,25.999999999999996,0.0,LOW
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,1261.33,7,0.0,327.9458,26.0,0.0,HIGH
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,38.88,6,0.0,18.6624,48.00000000000001,0.0,LOW
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406,-165.0,1.5712000000000002,LOSS
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,82.656,9,0.2,30.996,37.49999999999999,16.531200000000002,LOW
Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Paper,5.98,1,0.0,2.691,44.99999999999999,0.0,LOW
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,36.25,1.8496,LOW
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,4.448,2,0.2,0.3336,7.5,0.8896000000000002,LOW
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,35.0,1.0368000000000002,LOW
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,175.92,5,0.2,15.393,8.75,35.184,LOW
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.752,4,0.8,-8.316,-175.00000000000003,3.8016,LOSS
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Supplies,13.344,2,0.2,1.0008,7.5,2.6688,LOW
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,54.9,5,0.0,26.901,49.0,0.0,LOW
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,22.911,7,0.7,-17.5651,-76.66666666666667,16.0377,LOSS
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Appliances,309.456,9,0.2,34.8138,11.249999999999998,61.891200000000005,LOW
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,19.456,4,0.2,3.4048,17.5,3.8912,LOW
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,472.518,3,0.4,-149.6307,-31.666666666666664,189.0072,LOSS
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,1012.68,3,0.2,303.804,30.0,202.536,HIGH
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,17.22,5,0.7,-12.628,-73.33333333333334,12.053999999999998,LOSS
Second Class,Corporate,United States,Concord,California,94521,West,Office Supplies,Art,3.52,2,0.0,1.6896,48.0,0.0,LOW
Second Class,Corporate,United States,Concord,California,94521,West,Technology,Phones,1626.192,9,0.2,121.9644,7.5,325.2384,HIGH
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,8.595,5,0.7,-6.303,-73.33333333333333,6.0165,LOSS
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Supplies,190.896,2,0.2,-42.9516,-22.5,38.1792,LOSS
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,99.87,3,0.0,23.9688,24.000000000000004,0.0,LOW
Second Class,Consumer,United States,Sparks,Nevada,89431,West,Office Supplies,Art,79.36,4,0.0,23.808,30.0,0.0,LOW
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,119.96,1,0.2,7.4975,6.25,23.992,LOW
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,106.32,3,0.0,49.9704,47.0,0.0,LOW
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Appliances,163.44,3,0.0,45.7632,27.999999999999996,0.0,LOW
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,42.76,2,0.0,11.1176,26.0,0.0,LOW
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,51.55,5,0.0,24.2285,47.0,0.0,LOW
Second Class,Consumer,United States,Decatur,Illinois,62521,Central,Technology,Accessories,479.952,6,0.2,89.991,18.75,95.99040000000001,LOW
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,146.688,6,0.2,55.008,37.50000000000001,29.3376,LOW
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,276.784,2,0.2,89.9548,32.5,55.3568,LOW
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,25.32,5,0.2,9.1785,36.25,5.064,LOW
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,318.96,9,0.0,149.9112,47.0,0.0,HIGH
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,212.64,6,0.0,99.9408,47.0,0.0,LOW
Standard Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,23.472,3,0.2,8.802,37.49999999999999,4.694400000000001,LOW
Second Class,Corporate,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,19.648,2,0.2,6.6312,33.75,3.9296,LOW
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.57,3,0.7,-5.037,-76.66666666666666,4.599,LOSS
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Storage,421.1,2,0.0,105.275,25.0,0.0,HIGH
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Chairs,760.116,6,0.3,-43.4352,-5.714285714285714,228.0348,LOSS
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Furnishings,38.784,3,0.2,7.272,18.75,7.7568,LOW
Second Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,122.328,9,0.2,1.5291,1.25,24.465600000000002,LOW
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,25.98,2,0.0,0.7794,3.0,0.0,LOW
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,3.28,2,0.0,1.476,45.0,0.0,LOW
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,459.88,4,0.0,13.7964,3.0000000000000004,0.0,LOW
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,7.76,2,0.0,2.2504,28.999999999999996,0.0,LOW
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,71.96,2,0.0,17.99,25.0,0.0,LOW
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,54.9,5,0.0,15.372,28.000000000000004,0.0,LOW
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,9.28,2,0.2,3.248,35.0,1.8559999999999999,LOW
First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Tables,1685.88,6,0.0,320.3172,19.0,0.0,HIGH
First Class,Corporate,United States,Henderson,Nevada,89015,West,Office Supplies,Binders,5.728,2,0.2,2.0048,35.0,1.1456,LOW
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,61.96,2,0.0,27.882,45.0,0.0,LOW
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,1.344,1,0.2,0.4704,35.0,0.26880000000000004,LOW
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,17.94,3,0.0,8.7906,48.99999999999999,0.0,LOW
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,13.904,2,0.2,4.5188,32.49999999999999,2.7808,LOW
Standard Class,Corporate,United States,Smyrna,Tennessee,37167,South,Office Supplies,Binders,67.194,1,0.7,-51.5154,-76.66666666666666,47.0358,LOSS
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,41.86,7,0.0,18.837,45.0,0.0,LOW
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Bookcases,141.96,2,0.0,41.1684,28.999999999999996,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,10.02,3,0.0,4.4088,44.00000000000001,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,144.12,3,0.0,69.1776,48.0,0.0,LOW
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,17.94,3,0.0,8.7906,48.99999999999999,0.0,LOW
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,13.89,3,0.0,4.5837,33.0,0.0,LOW
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,16.45,5,0.0,7.567,46.0,0.0,LOW
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,19.92,4,0.0,6.5736,32.99999999999999,0.0,LOW
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Accessories,35.168,4,0.2,8.3524,23.75,7.0336,LOW
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,123.088,7,0.2,40.0036,32.5,24.6176,LOW
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Tables,257.94,3,0.0,67.0644,26.0,0.0,LOW
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Phones,1879.96,4,0.0,545.1884,28.999999999999996,0.0,HIGH
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,27.46,2,0.0,9.8856,36.0,0.0,LOW
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Phones,89.98,2,0.0,43.1904,47.99999999999999,0.0,LOW
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,828.6,3,0.0,240.294,28.999999999999996,0.0,HIGH
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,7.23,5,0.7,-5.784,-80.0,5.061,LOSS
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Storage,17.44,2,0.2,1.308,7.5,3.4880000000000004,LOW
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,62.88,4,0.7,-50.304,-80.0,44.016,LOSS
Standard Class,Consumer,United States,Miami,Florida,33180,South,Furniture,Bookcases,290.352,3,0.2,-36.294,-12.5,58.0704,LOSS
Same Day,Consumer,United States,Saint Charles,Missouri,63301,Central,Technology,Accessories,113.52,4,0.0,46.5432,41.0,0.0,LOW
Same Day,Consumer,United States,Saint Charles,Missouri,63301,Central,Furniture,Furnishings,135.3,5,0.0,37.884,27.999999999999996,0.0,LOW
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,111.15,5,0.0,48.906,43.99999999999999,0.0,LOW
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,776.85,5,0.4,-181.265,-23.333333333333332,310.74,LOSS
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,12.294,1,0.7,-8.6058,-70.0,8.6058,LOSS
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Tables,154.764,3,0.4,-46.4292,-30.0,61.90560000000001,LOSS
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,43.28,1,0.2,3.246,7.5,8.656,LOW
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,92.94,3,0.0,41.823,45.0,0.0,LOW
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,52.56,3,0.0,18.396,35.0,0.0,LOW
